2.26586914e-01;1.36982160e-01;4.06856771e-01;1.25620390e-01;8.57142857e-01;0.00000000e+00
2.26565157e-01;1.36987054e-01;4.06705800e-01;1.25645763e-01;8.57142857e-01;1.58496725e-02
2.26510014e-01;1.36999436e-01;4.06323586e-01;1.25710057e-01;8.57142857e-01;4.01339200e-02
2.26423057e-01;1.37019000e-01;4.05720657e-01;1.25811463e-01;8.57142857e-01;6.33117825e-02
2.26305700e-01;1.37045343e-01;4.04907143e-01;1.25948203e-01;8.57142857e-01;8.54226600e-02
2.26159343e-01;1.37078203e-01;4.03892871e-01;1.26118774e-01;8.57142857e-01;1.06505660e-01
2.25985386e-01;1.37117287e-01;4.02687157e-01;1.26321564e-01;8.57142857e-01;1.26599475e-01
2.25785129e-01;1.37162269e-01;4.01299129e-01;1.26554881e-01;8.57142857e-01;1.45742215e-01
2.25559843e-01;1.37212851e-01;3.99737457e-01;1.26817507e-01;8.57142857e-01;1.63971405e-01
2.25310729e-01;1.37268774e-01;3.98010643e-01;1.27107849e-01;8.57142857e-01;1.81323833e-01
2.25038800e-01;1.37329789e-01;3.96126443e-01;1.27424730e-01;8.57142857e-01;1.97835465e-01
2.24745371e-01;1.37395684e-01;3.94092671e-01;1.27766789e-01;8.57142857e-01;2.13541470e-01
2.24431371e-01;1.37466147e-01;3.91916714e-01;1.28132727e-01;8.57142857e-01;2.28476105e-01
2.24097929e-01;1.37540970e-01;3.89605543e-01;1.28521423e-01;8.57142857e-01;2.42672653e-01
2.23746014e-01;1.37620043e-01;3.87165829e-01;1.28931557e-01;8.57142857e-01;2.56163475e-01
2.23365800e-01;1.37705416e-01;3.84530986e-01;1.29374661e-01;8.57142857e-01;2.76664825e-01
2.22958171e-01;1.37797056e-01;3.81704843e-01;1.29849789e-01;8.57142857e-01;2.96749425e-01
2.22523371e-01;1.37894636e-01;3.78691314e-01;1.30356620e-01;8.57142857e-01;3.16417575e-01
2.22062271e-01;1.37998210e-01;3.75494600e-01;1.30894197e-01;8.57142857e-01;3.35670125e-01
2.21575229e-01;1.38107660e-01;3.72118357e-01;1.31461911e-01;5.52925900e-01;3.54508325e-01
2.21062614e-01;1.38222667e-01;3.68566500e-01;1.32059283e-01;5.46234300e-01;3.72933925e-01
2.20525529e-01;1.38343353e-01;3.64843271e-01;1.32685340e-01;5.39220800e-01;3.90949100e-01
2.19501714e-01;1.38469500e-01;3.60952371e-01;1.33339550e-01;5.31891786e-01;4.08556475e-01
2.18306271e-01;1.38600649e-01;3.56897371e-01;1.34021639e-01;5.24252186e-01;4.25758925e-01
2.17063886e-01;1.38737150e-01;3.52682543e-01;1.34730486e-01;5.16312129e-01;4.42559825e-01
2.15775586e-01;1.38329293e-01;3.48311414e-01;1.35465491e-01;5.08077571e-01;4.58962825e-01
2.14442029e-01;1.37888074e-01;3.43787757e-01;1.38845499e-01;4.99555357e-01;4.74971875e-01
2.13066871e-01;1.37433090e-01;3.39121743e-01;1.42426561e-01;4.90765986e-01;4.89937700e-01
2.11653771e-01;1.36965691e-01;3.34327214e-01;1.46106357e-01;4.81734271e-01;5.03445350e-01
2.10205971e-01;1.36486653e-01;3.29415371e-01;1.49876386e-01;4.72481086e-01;5.15744750e-01
2.08725929e-01;1.35996977e-01;3.24393486e-01;1.53730757e-01;4.63021243e-01;5.27298550e-01
2.07213986e-01;1.35496729e-01;3.19264357e-01;1.57667971e-01;4.55509600e-01;5.38558550e-01
2.05671100e-01;1.34986321e-01;3.14029700e-01;1.61685971e-01;4.48204871e-01;5.49638525e-01
2.04096414e-01;1.34465331e-01;3.08687071e-01;1.65786900e-01;4.40749386e-01;5.60976450e-01
2.02488600e-01;1.33933379e-01;3.03231957e-01;2.06955343e-01;4.33137114e-01;5.72780875e-01
2.00845429e-01;1.33389729e-01;2.97657100e-01;7.11841786e-01;4.25357486e-01;5.85363725e-01
1.99166343e-01;1.32834244e-01;2.91960314e-01;7.14011314e-01;4.17407971e-01;5.98156775e-01
1.97452343e-01;1.32267140e-01;2.86145057e-01;7.16226114e-01;4.09292914e-01;6.10606550e-01
1.95071714e-01;1.31688789e-01;2.80214400e-01;7.18484929e-01;4.01017114e-01;6.22719075e-01
1.92099329e-01;1.31099494e-01;2.74171557e-01;7.20786571e-01;3.92584571e-01;6.34500550e-01
1.89073286e-01;1.30499561e-01;2.68019600e-01;7.23129800e-01;3.83999857e-01;6.45957175e-01
1.85995071e-01;1.29889276e-01;2.61761500e-01;7.25513129e-01;3.75267071e-01;6.57095250e-01
1.82866271e-01;1.29269006e-01;2.55400386e-01;7.27935886e-01;3.66390429e-01;6.67921150e-01
1.79688171e-01;1.27937764e-01;2.48938986e-01;7.28662200e-01;3.57374000e-01;6.78441175e-01
1.76462229e-01;1.26529846e-01;2.42380300e-01;7.29117514e-01;3.48221829e-01;6.88661725e-01
1.73189786e-01;1.25101667e-01;2.35727057e-01;7.29579557e-01;3.38937571e-01;6.98589250e-01
1.71199643e-01;1.24464733e-01;2.30011686e-01;7.24142543e-01;3.32361229e-01;7.08226325e-01
1.71644271e-01;1.25360761e-01;2.26071443e-01;7.08788886e-01;3.30776143e-01;7.17551125e-01
1.70636243e-01;1.28339539e-01;2.24415029e-01;6.77493071e-01;3.35626500e-01;7.26514050e-01
1.71063514e-01;1.33114951e-01;2.24694371e-01;6.40253343e-01;3.46134300e-01;7.35103600e-01
1.72101657e-01;1.36366349e-01;2.26618171e-01;5.87070100e-01;3.76717229e-01;7.43315875e-01
1.72014686e-01;1.41383743e-01;2.27817929e-01;5.36834800e-01;8.57142857e-01;7.51178750e-01
1.73309386e-01;1.45575743e-01;2.30845486e-01;4.93174086e-01;7.57459100e-01;7.58721625e-01
1.74186729e-01;1.47526514e-01;2.35531143e-01;4.60959343e-01;7.08008429e-01;7.65999750e-01
1.74728671e-01;1.49022614e-01;2.42458600e-01;4.33490814e-01;6.58804357e-01;7.73042525e-01
1.76512186e-01;1.49365557e-01;2.52766700e-01;4.08111657e-01;6.05727843e-01;7.79855350e-01
1.79635257e-01;1.50839157e-01;2.66265429e-01;3.72614486e-01;5.46045443e-01;7.86451950e-01
1.80132886e-01;1.50334500e-01;2.78198114e-01;3.37088600e-01;5.05036971e-01;7.93013300e-01
1.77191029e-01;1.47879871e-01;2.79632914e-01;3.27393471e-01;4.87302371e-01;7.99681175e-01
1.72043786e-01;1.44203814e-01;2.71915400e-01;3.32775357e-01;4.85359457e-01;8.06278450e-01
1.66873100e-01;1.40516750e-01;2.64164829e-01;3.38159443e-01;4.83368100e-01;8.12682425e-01
1.61667871e-01;1.36806576e-01;2.56362957e-01;3.43573386e-01;4.81352414e-01;8.18887550e-01
1.56425857e-01;1.33070679e-01;2.48505843e-01;3.49023743e-01;4.79319414e-01;8.24898450e-01
1.51147357e-01;1.29308864e-01;2.40594071e-01;3.49773471e-01;4.76719486e-01;8.30720375e-01
1.45833271e-01;1.25521753e-01;2.32628700e-01;3.49008400e-01;4.74077629e-01;8.36358575e-01
1.40484641e-01;1.21709976e-01;2.24611286e-01;3.48238357e-01;4.71418629e-01;8.41818250e-01
1.36176561e-01;1.18311964e-01;2.20834914e-01;3.43624886e-01;4.61505214e-01;8.47092200e-01
1.34805309e-01;1.14933919e-01;2.33518329e-01;3.30067643e-01;4.34105571e-01;8.52029650e-01
1.37767019e-01;1.13336879e-01;6.62724343e-01;3.01628357e-01;3.95201629e-01;8.56358350e-01
1.43013229e-01;1.12900597e-01;6.18115286e-01;2.72581571e-01;3.67213086e-01;8.60360725e-01
1.50623043e-01;1.13736223e-01;5.65975643e-01;2.22130700e-01;3.43228800e-01;8.64168925e-01
1.61236486e-01;1.16328474e-01;5.16155529e-01;1.83891714e-01;3.22499800e-01;8.67827300e-01
1.75793757e-01;1.21080279e-01;4.64854686e-01;1.57518871e-01;3.02795229e-01;8.71351475e-01
2.18545843e-01;1.27902287e-01;4.12665800e-01;1.37891954e-01;2.80722129e-01;8.74749075e-01
6.17399429e-01;1.37261037e-01;3.68108657e-01;1.22450550e-01;2.50724614e-01;8.78025200e-01
5.70372143e-01;1.49821686e-01;3.32820671e-01;1.09769690e-01;2.23281614e-01;8.81184000e-01
5.22217414e-01;1.68902529e-01;3.08580643e-01;1.00864160e-01;1.87544643e-01;8.84441750e-01
4.93074514e-01;1.96820071e-01;2.92649843e-01;9.66550557e-02;1.72325500e-01;8.88017950e-01
4.81931943e-01;6.17525500e-01;2.84222957e-01;9.72258000e-02;1.73269086e-01;8.87644125e-01
4.70165057e-01;6.11618386e-01;2.75803700e-01;9.77504614e-02;1.74136500e-01;8.84803225e-01
