0.0000000e+00;6.3398700e-01
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;9.7385600e-01
0.0000000e+00;9.3028300e-01
0.0000000e+00;8.9542500e-01
0.0000000e+00;8.7799600e-01
0.0000000e+00;8.7799600e-01
0.0000000e+00;8.8235300e-01
0.0000000e+00;9.0413900e-01
0.0000000e+00;9.3464100e-01
0.0000000e+00;9.7821300e-01
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
2.0370400e-01;1.0000000e+00
5.5925900e-01;1.0000000e+00
9.5925900e-01;1.0000000e+00
1.2111110e+00;1.0000000e+00
1.4333330e+00;1.0000000e+00
1.5666670e+00;1.0000000e+00
1.6555560e+00;1.0000000e+00
1.6555560e+00;1.0000000e+00
1.6407410e+00;1.0000000e+00
1.6407410e+00;1.0000000e+00
1.6259260e+00;1.0000000e+00
1.2703700e+00;1.0000000e+00
5.2963000e-01;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
0.0000000e+00;1.0000000e+00
2.7777800e-01;1.0000000e+00
9.8888900e-01;1.0000000e+00
1.7000000e+00;1.0000000e+00
1.7000000e+00;1.0000000e+00
1.7000000e+00;1.0000000e+00
1.7000000e+00;1.0000000e+00
1.7000000e+00;1.0000000e+00
1.7000000e+00;1.0000000e+00
1.7000000e+00;1.0000000e+00
1.7000000e+00;1.0000000e+00
1.4185190e+00;1.0000000e+00
7.8148200e-01;1.0000000e+00
0.0000000e+00;8.3442300e-01
0.0000000e+00;7.3420500e-01
0.0000000e+00;5.4684100e-01
0.0000000e+00;3.3333300e-01
0.0000000e+00;1.3289800e-01
-5.7407400e-01;1.2418300e-01
-1.2111110e+00;3.7254900e-01
-1.4777780e+00;5.9477100e-01
-1.4925930e+00;6.6884500e-01
-1.5666670e+00;7.4727700e-01
-1.5666670e+00;7.6034900e-01
-1.4925930e+00;7.3420500e-01
-1.1962960e+00;6.6013100e-01
-8.5555600e-01;5.5555600e-01
-2.7777800e-01;3.9869300e-01
0.0000000e+00;1.5468400e-01
-8.2592600e-01;1.2418300e-01
-8.2592600e-01;2.1568600e-01
-8.2592600e-01;3.2461900e-01
-8.2592600e-01;4.2483700e-01
-8.2592600e-01;4.7276700e-01
-8.4074100e-01;5.2941200e-01
-9.7407400e-01;5.5991300e-01
-1.0333330e+00;5.7298500e-01
-1.1074070e+00;5.7734200e-01
-1.1222220e+00;5.8169900e-01
-1.1370370e+00;5.8169900e-01
-1.1666670e+00;5.7734200e-01
-1.2111110e+00;5.5555600e-01
-1.2407410e+00;4.7276700e-01
-1.3148150e+00;3.8126400e-01
-1.3888890e+00;2.7233100e-01
-1.4481480e+00;1.7211300e-01
-1.4925930e+00;1.0675400e-01
-1.5074070e+00;2.8322000e-02
-1.7000000e+00;5.0109000e-02
-1.7000000e+00;1.2854000e-01
-1.7000000e+00;1.9390000e-01
-1.7000000e+00;2.7233100e-01
-1.7000000e+00;3.4204800e-01
-1.7000000e+00;4.0305000e-01
-1.7000000e+00;4.3790900e-01
-1.7000000e+00;4.6405200e-01
-1.7000000e+00;4.8583900e-01
-1.7000000e+00;4.9455300e-01
-1.7000000e+00;4.9455300e-01
-1.7000000e+00;4.9019600e-01
-1.7000000e+00;4.5098000e-01
-1.7000000e+00;4.0740700e-01
-1.7000000e+00;3.3333300e-01
-1.7000000e+00;2.3747300e-01
-1.7000000e+00;1.5468400e-01
-1.7000000e+00;8.4967000e-02
-1.7000000e+00;8.0610000e-02
-1.7000000e+00;1.8954300e-01
-1.7000000e+00;2.7233100e-01
-1.7000000e+00;3.7254900e-01
-1.7000000e+00;4.4662300e-01
-1.7000000e+00;5.0326800e-01
-1.7000000e+00;5.4684100e-01
-1.7000000e+00;5.5991300e-01
-1.7000000e+00;5.6427000e-01
-1.6851850e+00;5.6862700e-01
-1.6555560e+00;5.6862700e-01
-1.6555560e+00;5.7298500e-01
-1.6407410e+00;5.7734200e-01
-1.6259260e+00;5.7734200e-01
-1.6259260e+00;5.8169900e-01
-1.6111110e+00;5.8169900e-01
-1.5962960e+00;5.8605700e-01
-1.5814820e+00;5.8605700e-01
-1.5814820e+00;5.8605700e-01
-1.5814820e+00;5.8605700e-01
-1.4925930e+00;5.8605700e-01
-1.4777780e+00;5.9041400e-01
-1.4777780e+00;5.9041400e-01
-1.4777780e+00;5.9041400e-01
-1.4925930e+00;5.9477100e-01
-1.4925930e+00;5.9477100e-01
-1.4777780e+00;5.9477100e-01
-1.4777780e+00;5.9477100e-01
-1.4629630e+00;5.9477100e-01
-1.4333330e+00;5.9477100e-01
-1.4185190e+00;5.9477100e-01
