0.096973;0.102848;0.119856;0.154701;0.231037;0.375053;0.475934;0.563555;0.244152;0.136603;0.100828;0.083421;0
0.096975;0.102851;0.119858;0.154704;0.231029;0.375015;0.475872;0.563482;0.244261;0.136613;0.100836;0.083427;0.00561
0.096981;0.102857;0.119865;0.15471;0.231007;0.374909;0.475698;0.56328;0.244564;0.136641;0.100858;0.083446;0.015632
0.096995;0.102872;0.119882;0.154727;0.230952;0.37464;0.475254;0.562762;0.245339;0.136712;0.100914;0.083495;0.039926
0.097018;0.102896;0.11991;0.154754;0.230864;0.374214;0.474553;0.561945;0.246563;0.136826;0.101003;0.083571;0.063113
0.09705;0.102929;0.119947;0.15479;0.230746;0.373639;0.473606;0.56084;0.248217;0.136978;0.101122;0.083675;0.085233
0.097089;0.10297;0.119993;0.154836;0.230598;0.372922;0.472425;0.559463;0.250279;0.137169;0.101271;0.083804;0.106325
0.097136;0.103019;0.120048;0.15489;0.230422;0.372069;0.47102;0.557825;0.252732;0.137395;0.101449;0.083957;0.126428
0.097189;0.103075;0.120112;0.154951;0.23022;0.371086;0.469402;0.555938;0.255556;0.137656;0.101653;0.084134;0.145578
0.097249;0.103138;0.120183;0.155021;0.229992;0.369981;0.467582;0.553816;0.258734;0.137949;0.101883;0.084333;0.163816
0.097316;0.103208;0.120262;0.155098;0.229741;0.368759;0.465569;0.551469;0.262248;0.138274;0.102137;0.084553;0.181175
0.097389;0.103284;0.120348;0.155182;0.229466;0.367425;0.463373;0.548907;0.266083;0.138628;0.102414;0.084793;0.197694
0.097468;0.103367;0.120441;0.155273;0.22917;0.365985;0.461001;0.546142;0.270223;0.13901;0.102714;0.085052;0.213407
0.097552;0.103455;0.120541;0.155371;0.228852;0.364445;0.458464;0.543184;0.274652;0.139419;0.103034;0.085329;0.228349
0.097641;0.103548;0.120646;0.155474;0.228515;0.362808;0.455769;0.540041;1;0.139854;0.103374;0.085623;0.242551
0.097735;0.103647;0.120758;0.155583;0.22816;0.361081;0.452924;0.536723;1;0.140313;0.103733;0.085934;0.256048
0.097837;0.103754;0.120878;0.155701;0.227776;0.359215;0.449851;0.53314;1;0.140808;0.104121;0.08627;0.276552
0.097947;0.103868;0.121;0.155827;0.227363;0.357213;0.446555;0.529297;1;0.141339;0.104537;0.08663;0.296639
0.098063;0.10399;0.121109;0.155962;0.226924;0.355079;0.443041;0.525198;1;0.141906;0.104981;0.087013;0.316309
0.098187;0.104119;0.121225;0.156105;0.226458;0.352815;0.439312;0.52085;1;0.142507;0.105452;0.087421;0.335564
0.098317;0.104256;0.121347;0.156255;0.225965;0.350424;0.435374;0.516258;1;0.143142;0.105949;0.087851;0.354405
0.098455;0.1044;0.121476;0.156414;0.225447;0.347909;0.431232;0.511428;1;0.14381;0.106472;0.088303;0.372833
0.098599;0.104551;0.121611;0.156581;0.224904;0.345272;0.426889;0.506364;1;0.14451;0.10702;0.088778;0.39085
0.098749;0.104708;0.121752;0.156754;0.224337;0.342516;0.42235;0.501071;1;0.145241;0.107593;0.089273;0.40846
0.098906;0.104872;0.121899;0.156936;0.223746;0.339644;0.417621;0.495557;1;0.146004;0.10819;0.08979;0.425664
0.099069;0.105043;0.122052;0.157124;0.223131;0.336659;0.412705;0.489824;1;0.146796;0.108811;0.090327;0.442467
0.099238;0.10522;0.12221;0.157319;0.222493;0.333562;0.407606;0.483878;1;0.147618;0.109454;0.090884;0.458873
0.099413;0.105367;0.122374;0.157034;0.221834;0.330359;0.40233;0.477725;1;0.148469;0.110121;0.09146;0.474884
0.099594;0.105517;0.122543;0.156529;0.221153;0.32705;0.39688;0.47137;1;0.149347;0.110808;0.092056;0.490506
0.09978;0.105672;0.122718;0.156009;0.22045;0.323638;0.39126;0.464818;1;0.152976;0.111518;0.092669;0.505742
0.099972;0.105831;0.122898;0.155473;0.219727;0.319429;0.385476;0.458073;1;0.157332;0.112248;0.093301;0.520598
0.100169;0.105995;0.123083;0.154922;0.218447;0.31483;0.379531;0.45114;1;0.16181;0.112999;0.093951;0.535079
0.100371;0.106163;0.123272;0.154357;0.216809;0.31011;0.373429;0.444024;1;0.166405;0.113769;0.094617;0.54919
0.100546;0.106336;0.123467;0.153777;0.215129;0.305272;0.367174;0.436731;1;0.171116;0.114559;0.0953;0.562936
0.100715;0.106512;0.123666;0.153184;0.213409;0.300319;0.36077;0.429292;1;0.175938;0.115367;0.096;0.576323
0.100888;0.106693;0.123869;0.152577;0.211651;0.295253;0.354222;0.421758;1;0.18087;0.116194;0.096715;0.589356
0.101064;0.106877;0.123608;0.151958;0.209854;0.290079;0.347532;0.414061;1;0.185908;0.117038;0.097446;0.602043
0.101245;0.107065;0.123075;0.151325;0.208021;0.284799;0.340706;0.406206;0.561618;0.81613;0.119127;0.098191;0.614387
0.101428;0.107257;0.122531;0.15068;0.206152;0.279415;0.333746;0.398198;0.546362;0.818715;0.12265;0.098952;0.626397
0.101615;0.107453;0.121978;0.150024;0.204248;0.273931;0.326656;0.39004;0.530823;0.821349;0.126239;0.099726;0.638077
0.101806;0.107652;0.121414;0.149355;0.20231;0.26835;0.31944;0.381737;0.515006;0.824029;0.129891;0.100514;0.649435
0.101999;0.107854;0.120842;0.148675;0.200339;0.262673;0.312102;0.373293;0.498921;0.826755;0.133606;0.101316;0.660476
